customer_id,gender,age,payment_method
CUS-56794,Female,24,Card
CUS-56795,Female,28,Cash
CUS-56796,Male,53,Cash
CUS-56797,Female,30,Online
CUS-56798,Female,23,Cash
CUS-56799,Female,42,Cash
CUS-56800,Male,42,Online
CUS-56801,Male,65,Cash
CUS-56802,Female,37,Online
CUS-56803,Male,24,Online
CUS-56804,Male,50,Online
CUS-56805,Male,38,Cash
CUS-56806,Male,47,Cash
CUS-56807,Female,67,Card
CUS-56808,Female,51,Card
CUS-56809,Female,68,Cash
CUS-56810,Female,56,Cash
CUS-56811,Male,68,Online
CUS-56812,Female,34,Card
CUS-56813,Female,52,Card
CUS-56814,Female,50,Cash
CUS-56815,Male,39,Card
CUS-56816,Female,30,Online
CUS-56817,Female,19,Online
CUS-56818,Male,48,Cash
CUS-56819,Male,69,Online
CUS-56820,Female,50,Card
CUS-56821,Male,34,Online
CUS-56822,Male,66,Online
CUS-56823,Female,60,Cash
CUS-56824,Male,68,Online
CUS-56825,Male,29,Online
CUS-56826,Female,65,Online
CUS-56827,Female,53,Online
CUS-56828,Female,48,Cash
CUS-56829,Male,25,Online
CUS-56830,Female,50,Card
CUS-56831,Male,53,Online
CUS-56832,Male,59,Cash
CUS-56833,Male,37,Card
CUS-56834,Male,61,Card
CUS-56835,Female,46,Online
CUS-56836,Female,38,Cash
CUS-56837,Male,57,Cash
CUS-56838,Female,63,Card
CUS-56839,Male,36,Online
CUS-56840,Female,25,Online
CUS-56841,Female,63,Online
CUS-56842,Male,28,Card
CUS-56843,Female,31,Card
CUS-56844,Female,21,Cash
CUS-56845,Male,63,Card
CUS-56846,Male,21,Card
CUS-56847,Female,40,Card
CUS-56848,Male,37,Online
CUS-56849,Female,46,Card
CUS-56850,Female,32,Online
CUS-56851,Female,58,Card
CUS-56852,Female,49,Cash
CUS-56853,Male,54,Online
CUS-56854,Male,27,Online
CUS-56855,Male,24,Card
CUS-56856,Female,39,Online
CUS-56857,Female,36,Card
CUS-56858,Male,21,Online
CUS-56859,Female,40,Card
CUS-56860,Female,58,Card
CUS-56861,Female,34,Card
CUS-56862,Female,61,Cash
CUS-56863,Female,35,Card
CUS-56864,Male,40,Card
CUS-56865,Male,37,Online
CUS-56866,Male,45,Card
CUS-56867,Male,51,Cash
CUS-56868,Male,28,Online
CUS-56869,Female,53,Cash
CUS-56870,Male,64,Cash
CUS-56871,Female,58,Cash
CUS-56872,Male,18,Card
CUS-56873,Female,42,Card
CUS-56874,Male,57,Cash
CUS-56875,Female,26,Cash
CUS-56876,Male,55,Card
CUS-56877,Female,66,Online
CUS-56878,Male,46,Online
CUS-56879,Female,66,Card
CUS-56880,Male,33,Cash
CUS-56881,Female,46,Online
CUS-56882,Female,69,Online
CUS-56883,Female,65,Online
CUS-56884,Female,59,Card
CUS-56885,Female,60,Cash
CUS-56886,Male,21,Cash
CUS-56887,Female,21,Online
CUS-56888,Male,52,Card
CUS-56889,Female,67,Cash
CUS-56890,Female,19,Online
CUS-56891,Female,26,Cash
CUS-56892,Female,64,Cash
CUS-56893,Male,60,Card
CUS-56894,Female,55,Cash
CUS-56895,Male,32,Online
CUS-56896,Male,27,Online
CUS-56897,Female,39,Card
CUS-56898,Female,70,Online
CUS-56899,Male,35,Card
CUS-56900,Female,46,Card
CUS-56901,Male,20,Card
CUS-56902,Male,40,Card
CUS-56903,Male,28,Cash
CUS-56904,Female,26,Cash
CUS-56905,Male,56,Card
CUS-56906,Female,49,Card
CUS-56907,Male,32,Cash
CUS-56908,Female,32,Card
CUS-56909,Male,29,Cash
CUS-56910,Female,69,Online
CUS-56911,Female,37,Cash
CUS-56912,Male,39,Cash
CUS-56913,Female,47,Online
CUS-56914,Female,59,Online
CUS-56915,Female,30,Online
CUS-56916,Male,40,Card
CUS-56917,Female,58,Cash
CUS-56918,Male,20,Online
CUS-56919,Female,61,Cash
CUS-56920,Female,52,Cash
CUS-56921,Male,32,Online
CUS-56922,Male,31,Online
CUS-56923,Male,19,Card
CUS-56924,Female,31,Card
CUS-56925,Male,53,Online
CUS-56926,Male,35,Cash
CUS-56927,Male,28,Cash
CUS-56928,Female,53,Card
CUS-56929,Female,55,Card
CUS-56930,Female,28,Card
CUS-56931,Female,24,Card
CUS-56932,Female,47,Card
CUS-56933,Female,25,Cash
CUS-56934,Female,43,Card
CUS-56935,Female,61,Card
CUS-56936,Female,19,Card
CUS-56937,Female,18,Cash
CUS-56938,Female,64,Card
CUS-56939,Female,25,Card
CUS-56940,Female,55,Cash
CUS-56941,Male,32,Online
CUS-56942,Male,29,Online
CUS-56943,Male,36,Online
CUS-56944,Female,46,Cash
CUS-56945,Male,24,Card
CUS-56946,Female,29,Card
CUS-56947,Female,31,Cash
CUS-56948,Male,55,Cash
CUS-56949,Female,31,Cash
CUS-56950,Male,27,Cash
CUS-56951,Female,48,Online
CUS-56952,Male,69,Card
CUS-56953,Female,28,Online
CUS-56954,Female,42,Card
CUS-56955,Female,35,Card
CUS-56956,Male,20,Cash
CUS-56957,Female,25,Cash
CUS-56958,Male,26,Card
CUS-56959,Female,30,Cash
CUS-56960,Male,42,Card
CUS-56961,Male,67,Card
CUS-56962,Male,52,Card
CUS-56963,Male,49,Online
CUS-56964,Male,48,Online
CUS-56965,Male,24,Card
CUS-56966,Female,31,Cash
CUS-56967,Male,19,Online
CUS-56968,Male,53,Card
CUS-56969,Female,41,Cash
CUS-56970,Female,53,Card
CUS-56971,Female,69,Card
CUS-56972,Female,33,Cash
CUS-56973,Female,60,Online
CUS-56974,Female,54,Cash
CUS-56975,Male,29,Online
CUS-56976,Female,18,Card
CUS-56977,Female,36,Online
CUS-56978,Male,51,Cash
CUS-56979,Male,55,Online
CUS-56980,Female,66,Online
CUS-56981,Female,24,Online
CUS-56982,Female,35,Online
CUS-56983,Female,43,Cash
CUS-56984,Male,57,Cash
CUS-56985,Female,41,Online
CUS-56986,Male,25,Card
CUS-56987,Male,46,Online
CUS-56988,Female,24,Card
CUS-56989,Female,45,Card
CUS-56990,Female,55,Card
CUS-56991,Female,42,Card
CUS-56992,Female,43,Online
CUS-56993,Female,58,Online
CUS-56994,Male,29,Card
CUS-56995,Male,54,Card
CUS-56996,Male,53,Cash
CUS-56997,Female,22,Card
CUS-56998,Female,47,Cash
CUS-56999,Female,68,Cash
CUS-57000,Female,39,Online
CUS-57001,Male,66,Online
CUS-57002,Male,44,Online
CUS-57003,Female,21,Online
CUS-57004,Male,40,Cash
CUS-57005,Male,35,Card
CUS-57006,Female,26,Card
CUS-57007,Female,64,Online
CUS-57008,Female,22,Online
CUS-57009,Female,62,Cash
CUS-57010,Male,53,Online
CUS-57011,Male,45,Card
CUS-57012,Female,67,Card
CUS-57013,Male,35,Card
CUS-57014,Female,48,Online
CUS-57015,Male,34,Online
CUS-57016,Female,27,Online
CUS-57017,Male,48,Online
CUS-57018,Female,25,Cash
CUS-57019,Female,18,Card
CUS-57020,Male,62,Online
CUS-57021,Male,33,Cash
CUS-57022,Female,32,Cash
CUS-57023,Female,34,Card
CUS-57024,Female,44,Card
CUS-57025,Female,53,Cash
CUS-57026,Female,63,Card
CUS-57027,Male,48,Cash
CUS-57028,Female,53,Cash
CUS-57029,Male,49,Online
CUS-57030,Female,63,Card
CUS-57031,Male,46,Card
CUS-57032,Female,25,Card
CUS-57033,Male,36,Online
CUS-57034,Female,61,Cash
CUS-57035,Female,65,Card
CUS-57036,Male,60,Online
CUS-57037,Female,41,Card
CUS-57038,Female,35,Cash
CUS-57039,Female,21,Online
CUS-57040,Female,57,Cash
CUS-57041,Female,24,Card
CUS-57042,Female,29,Online
CUS-57043,Male,40,Online
CUS-57044,Male,60,Cash
CUS-57045,Male,53,Online
CUS-57046,Male,60,Cash
CUS-57047,Male,22,Online
CUS-57048,Male,63,Online
CUS-57049,Female,48,Online
CUS-57050,Male,35,Card
CUS-57051,Female,23,Card
CUS-57052,Male,59,Online
CUS-57053,Female,27,Cash
CUS-57054,Male,59,Card
CUS-57055,Female,50,Card
CUS-57056,Female,33,Card
CUS-57057,Male,23,Cash
CUS-57058,Female,53,Card
CUS-57059,Male,36,Online
CUS-57060,Male,52,Cash
CUS-57061,Male,21,Card
CUS-57062,Male,38,Online
CUS-57063,Female,37,Cash
CUS-57064,Male,56,Cash
CUS-57065,Female,25,Cash
CUS-57066,Female,31,Card
CUS-57067,Male,35,Cash
CUS-57068,Female,37,Card
CUS-57069,Male,19,Card
CUS-57070,Male,66,Card
CUS-57071,Male,36,Card
CUS-57072,Male,49,Card
CUS-57073,Male,52,Online
CUS-57074,Female,26,Online
CUS-57075,Female,33,Online
CUS-57076,Female,29,Cash
CUS-57077,Female,53,Card
CUS-57078,Male,31,Card
CUS-57079,Male,22,Cash
CUS-57080,Female,25,Cash
CUS-57081,Female,39,Card
CUS-57082,Male,70,Online
CUS-57083,Female,61,Card
CUS-57084,Female,24,Cash
CUS-57085,Female,46,Cash
CUS-57086,Male,42,Card
CUS-57087,Male,40,Online
CUS-57088,Male,70,Cash
CUS-57089,Female,68,Card
CUS-57090,Male,19,Cash
CUS-57091,Male,23,Cash
CUS-57092,Male,29,Card
CUS-57093,Female,67,Cash
CUS-57094,Male,48,Online
CUS-57095,Female,33,Cash
CUS-57096,Female,67,Cash
CUS-57097,Female,39,Card
CUS-57098,Male,19,Cash
CUS-57099,Male,20,Cash
CUS-57100,Male,18,Online
CUS-57101,Male,62,Cash
CUS-57102,Female,51,Online
CUS-57103,Female,25,Online
CUS-57104,Male,47,Online
CUS-57105,Male,50,Cash
CUS-57106,Male,20,Cash
CUS-57107,Male,42,Cash
CUS-57108,Female,54,Cash
CUS-57109,Female,33,Online
CUS-57110,Male,23,Cash
CUS-57111,Male,69,Online
CUS-57112,Female,42,Cash
CUS-57113,Female,55,Cash
CUS-57114,Male,54,Online
CUS-57115,Female,67,Card
CUS-57116,Male,52,Card
CUS-57117,Female,34,Card
CUS-57118,Female,56,Online
CUS-57119,Male,26,Cash
CUS-57120,Female,19,Cash
CUS-57121,Male,64,Card
CUS-57122,Female,43,Online
CUS-57123,Female,56,Cash
CUS-57124,Male,42,Card
CUS-57125,Female,43,Card
CUS-57126,Male,52,Online
CUS-57127,Male,53,Cash
CUS-57128,Female,69,Card
CUS-57129,Male,47,Card
CUS-57130,Female,42,Cash
CUS-57131,Male,37,Card
CUS-57132,Female,35,Cash
CUS-57133,Female,22,Card
CUS-57134,Female,41,Online
CUS-57135,Male,30,Card
CUS-57136,Male,36,Online
CUS-57137,Male,33,Cash
CUS-57138,Male,18,Cash
CUS-57139,Female,39,Card
CUS-57140,Male,69,Online
CUS-57141,Female,56,Cash
CUS-57142,Male,31,Cash
CUS-57143,Female,19,Cash
CUS-57144,Female,22,Online
CUS-57145,Female,37,Online
CUS-57146,Female,26,Online
CUS-57147,Male,44,Card
CUS-57148,Male,70,Online
CUS-57149,Male,63,Card
CUS-57150,Male,66,Cash
CUS-57151,Female,42,Online
CUS-57152,Male,37,Card
CUS-57153,Female,49,Cash
CUS-57154,Male,70,Card
CUS-57155,Female,68,Card
CUS-57156,Female,52,Cash
CUS-57157,Male,54,Cash
CUS-57158,Female,22,Card
CUS-57159,Female,42,Cash
CUS-57160,Female,63,Cash
CUS-57161,Male,33,Cash
CUS-57162,Male,47,Card
CUS-57163,Female,31,Online
CUS-57164,Male,29,Card
CUS-57165,Female,35,Cash
CUS-57166,Female,52,Online
CUS-57167,Female,51,Online
CUS-57168,Male,52,Online
CUS-57169,Female,30,Card
CUS-57170,Female,20,Cash
CUS-57171,Female,29,Cash
CUS-57172,Male,68,Online
CUS-57173,Female,36,Online
CUS-57174,Male,51,Cash
CUS-57175,Male,60,Online
CUS-57176,Female,67,Cash
CUS-57177,Female,35,Card
CUS-57178,Male,64,Cash
CUS-57179,Male,19,Online
CUS-57180,Female,23,Online
CUS-57181,Male,69,Card
CUS-57182,Female,47,Card
CUS-57183,Male,38,Card
CUS-57184,Male,36,Card
CUS-57185,Male,50,Cash
CUS-57186,Female,57,Cash
CUS-57187,Female,32,Cash
CUS-57188,Female,39,Cash
CUS-57189,Male,34,Card
CUS-57190,Female,37,Cash
CUS-57191,Female,21,Cash
CUS-57192,Female,69,Card
CUS-57193,Female,38,Cash
CUS-57194,Male,41,Cash
CUS-57195,Male,56,Card
CUS-57196,Male,52,Cash
CUS-57197,Male,51,Card
CUS-57198,Male,33,Card
CUS-57199,Female,19,Card
CUS-57200,Male,67,Card
CUS-57201,Male,25,Cash
CUS-57202,Female,32,Cash
CUS-57203,Male,61,Card
CUS-57204,Female,29,Card
CUS-57205,Female,22,Card
CUS-57206,Female,57,Card
CUS-57207,Male,36,Cash
CUS-57208,Male,70,Cash
CUS-57209,Male,56,Card
CUS-57210,Male,63,Card
CUS-57211,Male,25,Cash
CUS-57212,Male,24,Online
CUS-57213,Male,69,Card
CUS-57214,Male,36,Cash
CUS-57215,Female,62,Card
CUS-57216,Female,39,Cash
CUS-57217,Male,25,Cash
CUS-57218,Male,42,Cash
CUS-57219,Female,24,Cash
CUS-57220,Male,43,Card
CUS-57221,Male,20,Online
CUS-57222,Male,44,Cash
CUS-57223,Female,63,Cash
CUS-57224,Male,46,Cash
CUS-57225,Female,22,Online
CUS-57226,Male,35,Online
CUS-57227,Female,27,Cash
CUS-57228,Male,55,Online
CUS-57229,Female,21,Cash
CUS-57230,Female,33,Cash
CUS-57231,Female,50,Cash
CUS-57232,Female,39,Cash
CUS-57233,Male,21,Card
CUS-57234,Male,19,Cash
CUS-57235,Female,54,Card
CUS-57236,Female,55,Cash
CUS-57237,Female,65,Cash
CUS-57238,Male,66,Online
CUS-57239,Female,36,Online
CUS-57240,Male,59,Online
CUS-57241,Male,37,Online
CUS-57242,Female,47,Cash
CUS-57243,Female,58,Cash
CUS-57244,Male,39,Online
CUS-57245,Male,61,Cash
CUS-57246,Male,35,Card
CUS-57247,Female,37,Cash
CUS-57248,Male,40,Card
CUS-57249,Male,55,Online
CUS-57250,Male,25,Card
CUS-57251,Male,63,Cash
CUS-57252,Male,52,Online
CUS-57253,Female,40,Online
CUS-57254,Male,45,Online
CUS-57255,Male,56,Card
CUS-57256,Female,31,Online
CUS-57257,Male,43,Cash
CUS-57258,Female,53,Online
CUS-57259,Female,67,Cash
CUS-57260,Female,38,Cash
CUS-57261,Male,33,Online
CUS-57262,Male,48,Online
CUS-57263,Female,65,Card
CUS-57264,Male,26,Cash
CUS-57265,Female,20,Card
CUS-57266,Male,68,Online
CUS-57267,Male,67,Online
CUS-57268,Female,31,Online
CUS-57269,Female,50,Online
CUS-57270,Male,38,Online
CUS-57271,Male,53,Cash
CUS-57272,Female,19,Card
CUS-57273,Male,43,Online
CUS-57274,Male,55,Cash
CUS-57275,Male,61,Online
CUS-57276,Male,68,Online
CUS-57277,Male,57,Card
CUS-57278,Female,32,Online
CUS-57279,Female,39,Card
CUS-57280,Female,25,Card
CUS-57281,Male,65,Cash
CUS-57282,Female,55,Card
CUS-57283,Male,37,Card
CUS-57284,Male,28,Card
CUS-57285,Male,68,Card
CUS-57286,Male,27,Online
CUS-57287,Male,47,Online
CUS-57288,Female,30,Online
CUS-57289,Male,30,Card
CUS-57290,Female,34,Online
CUS-57291,Female,28,Cash
CUS-57292,Male,47,Online
CUS-57293,Female,43,Card
CUS-57294,Male,28,Card
CUS-57295,Female,36,Cash
CUS-57296,Male,50,Cash
CUS-57297,Female,44,Cash
CUS-57298,Male,25,Online
CUS-57299,Male,33,Card
CUS-57300,Female,18,Online
CUS-57301,Female,35,Online
CUS-57302,Male,40,Card
CUS-57303,Female,47,Card
CUS-57304,Male,32,Cash
CUS-57305,Female,61,Card
CUS-57306,Female,65,Cash
CUS-57307,Female,31,Online
CUS-57308,Female,45,Online
CUS-57309,Female,51,Card
CUS-57310,Female,37,Cash
CUS-57311,Male,56,Card
CUS-57312,Female,22,Online
CUS-57313,Female,65,Card
CUS-57314,Male,40,Cash
CUS-57315,Female,63,Online
CUS-57316,Female,65,Cash
CUS-57317,Male,18,Online
CUS-57318,Female,46,Cash
CUS-57319,Female,25,Cash
CUS-57320,Male,45,Online
CUS-57321,Female,49,Cash
CUS-57322,Female,20,Cash
CUS-57323,Male,43,Online
CUS-57324,Female,43,Card
CUS-57325,Male,30,Card
CUS-57326,Female,49,Online
CUS-57327,Female,41,Online
CUS-57328,Male,32,Cash
CUS-57329,Male,48,Cash
CUS-57330,Male,39,Online
CUS-57331,Male,24,Online
CUS-57332,Male,25,Cash
CUS-57333,Female,27,Online
CUS-57334,Male,43,Cash
CUS-57335,Male,51,Cash
CUS-57336,Male,47,Card
CUS-57337,Male,28,Cash
CUS-57338,Female,20,Cash
CUS-57339,Male,45,Online
CUS-57340,Male,54,Card
CUS-57341,Male,51,Online
CUS-57342,Female,55,Card
CUS-57343,Female,60,Cash
CUS-57344,Female,39,Cash
CUS-57345,Female,58,Online
CUS-57346,Female,33,Card
CUS-57347,Female,55,Cash
CUS-57348,Male,60,Card
CUS-57349,Male,30,Cash
CUS-57350,Male,33,Cash
CUS-57351,Female,25,Card
CUS-57352,Female,32,Cash
CUS-57353,Female,62,Card
CUS-57354,Male,68,Card
CUS-57355,Female,27,Cash
CUS-57356,Male,31,Cash
CUS-57357,Male,40,Online
CUS-57358,Male,45,Card
CUS-57359,Male,60,Card
CUS-57360,Female,35,Online
CUS-57361,Female,57,Cash
CUS-57362,Female,57,Cash
CUS-57363,Female,37,Card
CUS-57364,Female,44,Cash
CUS-57365,Male,36,Online
CUS-57366,Female,58,Cash
CUS-57367,Male,63,Online
CUS-57368,Female,29,Online
CUS-57369,Male,57,Cash
CUS-57370,Female,21,Online
CUS-57371,Male,27,Cash
CUS-57372,Male,22,Cash
CUS-57373,Female,22,Cash
CUS-57374,Female,59,Cash
CUS-57375,Female,28,Card
CUS-57376,Male,34,Card
CUS-57377,Male,23,Cash
CUS-57378,Female,30,Cash
CUS-57379,Female,48,Card
CUS-57380,Female,19,Card
CUS-57381,Male,33,Online
CUS-57382,Male,48,Online
CUS-57383,Male,50,Card
CUS-57384,Female,64,Card
CUS-57385,Female,46,Cash
CUS-57386,Female,69,Online
CUS-57387,Male,49,Cash
CUS-57388,Male,67,Online
CUS-57389,Female,55,Card
CUS-57390,Male,41,Card
CUS-57391,Male,56,Online
CUS-57392,Female,30,Card
CUS-57393,Male,64,Online
CUS-57394,Male,70,Online
CUS-57395,Male,65,Card
CUS-57396,Female,61,Online
CUS-57397,Male,34,Cash
CUS-57398,Male,48,Cash
CUS-57399,Male,20,Card
CUS-57400,Male,69,Card
CUS-57401,Female,26,Card
CUS-57402,Female,70,Online
CUS-57403,Female,68,Online
CUS-57404,Female,55,Online
CUS-57405,Male,37,Card
CUS-57406,Male,37,Cash
CUS-57407,Male,50,Cash
CUS-57408,Male,30,Cash
CUS-57409,Female,34,Card
CUS-57410,Female,29,Card
CUS-57411,Male,27,Cash
CUS-57412,Male,47,Online
CUS-57413,Male,29,Cash
CUS-57414,Male,55,Online
CUS-57415,Male,39,Cash
CUS-57416,Female,44,Card
CUS-57417,Female,47,Online
CUS-57418,Female,32,Online
CUS-57419,Female,31,Card
CUS-57420,Female,28,Cash
CUS-57421,Female,70,Online
CUS-57422,Male,57,Online
CUS-57423,Female,41,Online
CUS-57424,Male,55,Card
CUS-57425,Male,54,Card
CUS-57426,Male,47,Cash
CUS-57427,Female,42,Card
CUS-57428,Male,32,Card
CUS-57429,Male,62,Card
CUS-57430,Female,55,Online
CUS-57431,Female,57,Cash
CUS-57432,Male,57,Online
CUS-57433,Female,22,Cash
CUS-57434,Male,34,Online
CUS-57435,Female,35,Online
CUS-57436,Female,43,Cash
CUS-57437,Male,69,Online
CUS-57438,Female,38,Card
CUS-57439,Female,36,Online
CUS-57440,Male,61,Online
CUS-57441,Male,28,Card
CUS-57442,Male,20,Card
CUS-57443,Female,47,Online
CUS-57444,Female,47,Online
CUS-57445,Male,63,Cash
CUS-57446,Male,66,Online
CUS-57447,Female,65,Online
CUS-57448,Male,48,Cash
CUS-57449,Female,58,Online
CUS-57450,Female,70,Card
CUS-57451,Female,18,Cash
CUS-57452,Male,67,Cash
CUS-57453,Female,58,Online
CUS-57454,Male,19,Card
CUS-57455,Male,25,Card
CUS-57456,Male,37,Card
CUS-57457,Male,64,Card
CUS-57458,Female,31,Online
CUS-57459,Male,31,Online
CUS-57460,Female,35,Online
CUS-57461,Female,55,Cash
CUS-57462,Male,65,Card
CUS-57463,Male,51,Cash
CUS-57464,Female,32,Online
CUS-57465,Female,69,Online
CUS-57466,Male,58,Online
CUS-57467,Female,63,Card
CUS-57468,Female,19,Card
CUS-57469,Male,62,Online
CUS-57470,Female,36,Online
CUS-57471,Male,37,Card
CUS-57472,Male,41,Online
CUS-57473,Male,29,Online
CUS-57474,Female,61,Online
CUS-57475,Female,41,Online
CUS-57476,Female,32,Card
CUS-57477,Male,18,Cash
CUS-57478,Female,39,Card
CUS-57479,Female,42,Cash
CUS-57480,Male,22,Card
CUS-57481,Female,42,Cash
CUS-57482,Female,66,Online
CUS-57483,Male,51,Online
CUS-57484,Female,46,Card
CUS-57485,Male,20,Cash
CUS-57486,Female,67,Cash
CUS-57487,Male,65,Cash
CUS-57488,Male,35,Card
CUS-57489,Female,65,Cash
CUS-57490,Male,29,Card
CUS-57491,Male,56,Online
CUS-57492,Female,37,Online
CUS-57493,Male,40,Online
CUS-57494,Female,19,Cash
CUS-57495,Female,46,Online
CUS-57496,Male,21,Cash
CUS-57497,Male,29,Online
CUS-57498,Male,44,Cash
CUS-57499,Male,59,Online
CUS-57500,Female,57,Cash
CUS-57501,Male,70,Card
CUS-57502,Female,46,Cash
CUS-57503,Female,45,Online
CUS-57504,Female,47,Card
CUS-57505,Male,23,Card
CUS-57506,Male,69,Cash
CUS-57507,Male,54,Cash
CUS-57508,Female,32,Cash
CUS-57509,Female,30,Cash
CUS-57510,Female,22,Cash
CUS-57511,Male,31,Card
CUS-57512,Male,50,Online
CUS-57513,Male,25,Online
CUS-57514,Female,43,Cash
CUS-57515,Male,24,Card
CUS-57516,Male,43,Cash
CUS-57517,Male,32,Cash
CUS-57518,Male,43,Card
CUS-57519,Female,40,Online
CUS-57520,Female,21,Online
CUS-57521,Female,32,Cash
CUS-57522,Female,37,Online
CUS-57523,Female,41,Online
CUS-57524,Female,26,Card
CUS-57525,Male,57,Cash
CUS-57526,Female,36,Cash
CUS-57527,Male,28,Online
CUS-57528,Female,67,Online
CUS-57529,Female,40,Cash
CUS-57530,Female,53,Online
CUS-57531,Male,29,Online
CUS-57532,Female,60,Card
CUS-57533,Female,53,Online
CUS-57534,Female,60,Online
CUS-57535,Female,19,Cash
CUS-57536,Female,54,Online
CUS-57537,Female,50,Card
CUS-57538,Male,46,Cash
CUS-57539,Male,70,Online
CUS-57540,Male,62,Card
CUS-57541,Female,50,Cash
CUS-57542,Male,51,Cash
CUS-57543,Male,47,Cash
CUS-57544,Female,44,Online
CUS-57545,Female,29,Cash
CUS-57546,Male,44,Online
CUS-57547,Male,45,Card
CUS-57548,Male,47,Online
CUS-57549,Female,20,Card
CUS-57550,Female,68,Card
CUS-57551,Female,24,Online
CUS-57552,Female,53,Cash
CUS-57553,Male,53,Online
CUS-57554,Female,47,Online
CUS-57555,Male,47,Cash
CUS-57556,Female,66,Card
CUS-57557,Female,45,Cash
CUS-57558,Male,53,Cash
CUS-57559,Female,49,Cash
CUS-57560,Male,68,Cash
CUS-57561,Male,69,Online
CUS-57562,Male,51,Cash
CUS-57563,Female,30,Online
CUS-57564,Male,25,Card
CUS-57565,Male,49,Online
CUS-57566,Female,49,Cash
CUS-57567,Male,47,Cash
CUS-57568,Male,32,Cash
CUS-57569,Male,44,Cash
CUS-57570,Female,54,Card
CUS-57571,Female,50,Online
CUS-57572,Female,69,Cash
CUS-57573,Female,29,Card
CUS-57574,Male,23,Cash
CUS-57575,Male,68,Online
CUS-57576,Female,21,Cash
CUS-57577,Male,22,Online
CUS-57578,Female,29,Online
CUS-57579,Male,33,Online
CUS-57580,Male,66,Online
CUS-57581,Female,25,Online
CUS-57582,Female,33,Cash
CUS-57583,Female,19,Card
CUS-57584,Female,49,Online
CUS-57585,Female,34,Online
CUS-57586,Male,40,Online
CUS-57587,Female,57,Cash
CUS-57588,Male,25,Online
CUS-57589,Female,32,Cash
CUS-57590,Male,69,Cash
CUS-57591,Male,32,Online
CUS-57592,Male,64,Cash
CUS-57593,Male,48,Online
CUS-57594,Male,39,Cash
CUS-57595,Male,35,Card
CUS-57596,Female,45,Online
CUS-57597,Male,64,Card
CUS-57598,Male,35,Card
CUS-57599,Female,33,Cash
CUS-57600,Male,30,Online
CUS-57601,Female,42,Online
CUS-57602,Female,42,Cash
CUS-57603,Male,38,Online
CUS-57604,Male,26,Online
CUS-57605,Male,38,Cash
CUS-57606,Male,56,Cash
CUS-57607,Male,23,Card
CUS-57608,Female,34,Cash
CUS-57609,Male,21,Online
CUS-57610,Male,69,Cash
CUS-57611,Male,21,Cash
CUS-57612,Female,47,Cash
CUS-57613,Female,53,Card
CUS-57614,Male,46,Card
CUS-57615,Female,69,Card
CUS-57616,Male,59,Card
CUS-57617,Male,51,Card
CUS-57618,Male,32,Card
CUS-57619,Female,35,Online
CUS-57620,Female,37,Card
CUS-57621,Female,32,Cash
CUS-57622,Female,27,Cash
CUS-57623,Male,43,Cash
CUS-57624,Male,39,Card
CUS-57625,Male,35,Cash
CUS-57626,Female,40,Online
CUS-57627,Male,61,Card
CUS-57628,Male,18,Online
CUS-57629,Male,46,Cash
CUS-57630,Female,56,Card
CUS-57631,Female,53,Cash
CUS-57632,Male,32,Cash
CUS-57633,Female,61,Online
CUS-57634,Male,61,Cash
CUS-57635,Male,48,Cash
CUS-57636,Female,24,Card
CUS-57637,Female,37,Online
CUS-57638,Male,54,Online
CUS-57639,Female,59,Online
CUS-57640,Male,36,Online
CUS-57641,Female,47,Online
CUS-57642,Male,47,Cash
CUS-57643,Female,24,Card
CUS-57644,Male,26,Online
CUS-57645,Male,27,Online
CUS-57646,Male,32,Cash
CUS-57647,Female,49,Card
CUS-57648,Male,24,Online
CUS-57649,Male,45,Cash
CUS-57650,Male,44,Card
CUS-57651,Male,55,Cash
CUS-57652,Female,44,Cash
CUS-57653,Female,22,Online
CUS-57654,Female,27,Cash
CUS-57655,Male,59,Online
CUS-57656,Male,54,Online
CUS-57657,Female,48,Online
CUS-57658,Female,69,Card
CUS-57659,Male,39,Cash
CUS-57660,Female,45,Online
CUS-57661,Male,47,Online
CUS-57662,Female,68,Online
CUS-57663,Male,45,Cash
CUS-57664,Male,22,Online
CUS-57665,Male,66,Card
CUS-57666,Male,31,Online
CUS-57667,Male,26,Card
CUS-57668,Female,24,Online
CUS-57669,Male,53,Card
CUS-57670,Male,34,Cash
CUS-57671,Female,45,Online
CUS-57672,Male,50,Card
CUS-57673,Female,29,Online
CUS-57674,Male,39,Card
CUS-57675,Male,68,Cash
CUS-57676,Male,21,Cash
CUS-57677,Male,34,Cash
CUS-57678,Male,37,Online
CUS-57679,Female,45,Card
CUS-57680,Male,33,Card
CUS-57681,Male,66,Online
CUS-57682,Female,25,Cash
CUS-57683,Female,58,Online
CUS-57684,Male,21,Card
CUS-57685,Male,45,Online
CUS-57686,Female,55,Cash
CUS-57687,Female,34,Online
CUS-57688,Male,42,Cash
CUS-57689,Male,68,Card
CUS-57690,Female,63,Online
CUS-57691,Male,37,Cash
CUS-57692,Male,46,Cash
CUS-57693,Male,41,Cash
CUS-57694,Female,66,Online
CUS-57695,Male,30,Cash
CUS-57696,Male,69,Cash
CUS-57697,Female,21,Cash
CUS-57698,Male,26,Online
CUS-57699,Male,22,Card
CUS-57700,Male,42,Online
CUS-57701,Male,20,Card
CUS-57702,Male,21,Cash
CUS-57703,Female,28,Cash
